one,two,three,four,target
5.839985179647211,2.9832749382079524,4.176252734441952,1.4673335383713144,1
6.088272712014055,2.220249085548048,3.9369558022832476,1.0458930973527387,1
6.206107809850631,2.951623263027557,4.624031502,1.3757882963566874,1
5.663345557459331,2.864616526719061,3.6221909714073117,1.338731702671467,1
6.653653476421096,3.0970237321969103,4.237936632996547,1.3487806179332855,1
5.587371592430341,2.9376108409017574,4.581620565196582,1.4284929311019683,1
5.777997775665151,2.7065370288643047,4.172063664453305,0.928206892,1
6.258158187607748,2.2005116530509796,4.450924567447602,1.5231051737131636,1
5.6099529847786735,2.469989156,3.9034901042495007,1.0807343201569122,1
5.905675867262563,3.2331065337260525,4.879300840807267,1.7381092250586576,1
6.206651668732813,2.7023956100238746,3.992410745248221,1.3294158603242288,1
6.314049593386751,2.4688650240089705,4.889593887482136,1.4753499532670584,1
6.070531762152789,2.842480104851051,4.7178507742982525,1.1653545202369673,1
6.444979993771663,2.9153649760438305,4.340643105941948,1.3314814420961807,1
6.558550249453896,2.9719909479901516,4.437364680256163,1.4305185132716731,1
6.798954920301792,2.805866369165439,4.863883244789421,1.3704214305582083,1
6.727354869058502,2.9898903673783055,4.989115939838639,1.7549388425993595,1
6.041270817449401,2.940675481800032,4.5652739403577165,1.501050192081638,1
5.734097648564749,2.584486662170327,3.516208317624422,0.9934928472816158,1
5.504849798249636,2.4297578512718454,3.759088965838326,1.204619363784273,1
5.449699130925015,2.3392905693606134,3.7579055436750037,1.0395831346981468,1
5.831205990852608,2.731417275463214,3.8993876613576544,1.1551372814257084,1
6.003790227909686,2.6661419144243945,5.148755986670888,1.592647130924893,1
5.358725140160375,2.9839307079173505,4.5206465727137815,1.4718137723598013,1
5.958888980221678,3.4121843605745954,4.512248328555436,1.5746528412314436,1
6.676448084719084,3.111602496867882,4.627595782925134,1.4296268112811723,1
6.264077788937378,2.2893276424144076,4.415545378279901,1.3737678108474776,1
5.642882981160101,2.9920030735018286,4.099049189604865,1.2498735317681096,1
5.499074343,2.485567068053993,4.016135928016904,1.258638452822384,1
5.525967325712059,2.676636945650129,4.394561992577158,1.220085586104947,1
6.134507199585555,2.979938976405708,4.6112046240905205,1.4006296200390898,1
5.804883804927441,2.5613495108072266,4.001225508712947,1.2248999145622725,1
5.072557180389752,2.347963541,3.4076591228755775,0.9616326218555975,1
5.643616031836034,2.7091671002869178,4.309490146660884,1.2595850857322424,1
5.658013907890961,2.970030367727799,4.093805214,1.173712248915962,1
5.662043366922315,2.907519689,4.217087798788858,1.3938085419607944,1
6.2475211919093026,2.8711548172168797,4.255079266432582,1.3245959585753253,1
5.0339883396489675,2.5915729382927175,3.0589720060360643,1.0765412173947648,1
5.614343273545456,2.8676936187082704,4.094273007737368,1.361890815598673,1
6.2202786170602815,3.270031248852311,6.0002621849859095,2.502349029688237,2
5.777496726426038,2.731142496617375,5.046618979,1.8928810257489352,2
7.1060147815855945,3.0257219417029373,5.935580743904445,2.0437678954081067,2
6.223294291463219,2.9638838410949253,5.616615700598979,1.7625756731721725,2
6.577557598776126,3.0057837317146427,5.8589648592031915,2.2033759240705058,2
7.703037396244099,3.0877670421221604,6.587551792576046,2.148578547547718,2
4.932268797479257,2.5684315778766176,4.451753826970995,1.734302572999922,2
7.352921224342479,2.812063025678844,6.240837074366711,1.698038391111995,2
6.686529658277772,2.535877112789798,5.875117852604801,1.8037047390209888,2
7.2814307772785645,3.5309949270892553,6.0148308780322415,2.497222615055169,2
6.5192032724469655,3.1983652625952956,4.996627894998006,1.9955439980243606,2
6.334776524974758,2.733483627441502,5.318329912304843,1.8530060106836321,2
6.774306654133166,2.9470393239055523,5.496866045136342,2.147757116025062,2
5.650713697683223,2.525202325775892,4.973487119081378,1.9603563583868828,2
5.794648482002272,2.748237883879031,5.072317535,2.3401061053705576,2
6.498236257,3.2017631775985866,5.2650137246003705,2.3106989955367108,2
6.4943835975154585,2.9889515200233387,5.5307083350021715,1.8378753855023653,2
7.673474942619474,3.7712090879677658,6.686247415142418,2.084903941763221,2
7.624240446890073,2.6683437133722263,6.982248385675065,2.287548198022181,2
6.028827848152789,2.215562507727177,5.153944040422762,1.5559787455717289,2
6.893604120425962,3.152222977969979,5.619677683987121,2.310173181793361,2
5.562182462735785,2.728887314520116,4.867671355787874,1.9459225998192802,2
7.784357081753629,2.8440819878474723,6.699601368,2.0739972069445014,2
6.3038684153823805,2.656935789933587,4.976156203863483,1.826945502184233,2
6.648137692283678,3.2904830660958195,5.656219087330762,2.0308600134517834,2
7.246308877376582,3.295470832023507,5.930071621309043,1.8281484618345285,2
6.167467871543908,2.775643730811765,4.770380303788056,1.7568004615160093,2
6.102426081397241,2.958452494179448,4.913522841288993,1.797488094527543,2
6.388052598,2.7546218168979197,5.571161433471583,2.1377695612912877,2
7.225045859381219,2.9511222377600723,5.804966615271461,1.6375693561685896,2
7.316529735943932,2.8271680096189966,6.066868812052707,1.928529933429658,2
7.8618370421728745,3.709755894966774,6.318622878105842,2.002404247333069,2
6.412986125086074,2.7547841687447794,5.631929622938868,2.1169239968865523,2
6.296696010067634,2.739449190011877,5.067408194609892,1.5023699335658207,2
6.056979331735802,2.580772222788509,5.650314640460722,1.3711554065238425,2
7.741784605603257,2.943514657267119,6.126490208895763,2.372078431032895,2
6.176417774993635,3.360155237226476,5.628853606359026,2.3898477306978503,2
6.418557293668566,3.069800740664209,5.504329489373645,1.792216138230396,2
6.058389103,3.0127210421650608,4.816880133,1.7794061516938766,2
6.875619688796376,3.078372090609019,5.419722607118915,2.078950775958987,2
6.714488742844821,3.203770039932272,5.643556235171585,2.3836988233916077,2
6.960060696108197,3.0795962313489227,4.998093773241107,2.2495956844541296,2
5.706460403948707,2.6824243257979346,5.100920918959477,1.983821865613764,2
6.816346368688208,3.189044973559557,5.941470279059175,2.1894432345496058,2
6.7117807279054285,3.3385432596943483,5.6260706877110085,2.5571877021603466,2
6.716924820374721,2.979235604,5.231639093305314,2.4135346428902196,2
6.309093312752925,2.512411029315017,4.977031955022988,1.8575077815267602,2
6.541516790827212,2.9571958087045567,5.203578312,1.9761171276617442,2
6.223948991,3.4166831052643474,5.451876997212896,2.2744991800572625,2
5.886506253235332,2.9510618142108846,5.077785336996194,1.8188650246522426,2
5.137849430832267,3.4538917337911186,1.4434802960052828,0.26778189294024757,0
4.920671745161186,3.093839790627903,1.3613105400448213,0.13776726483442917,0
4.611063987554786,3.2748022155744594,1.3327182828177029,0.19722076645447725,0
4.6139984313159905,3.043725547635081,1.6222875989808414,0.2064610590987614,0
5.005469739730245,3.6362883311949346,1.4240504615868357,0.21119420121395657,0
5.360476277227734,3.9235734178567996,1.7941012248237516,0.46727100230774893,0
4.679659331,3.3744392161784407,1.3505197589870708,0.29371065399501756,0
5.002786245614435,3.4547095759235473,1.415376768514259,0.2764775159730307,0
4.392099605071051,2.878655946502629,1.3493947812369915,0.11725716640671154,0
4.941158529198096,3.103665898,1.4355019550129473,0.035246061,0
5.383210765035494,3.7834510762644697,1.4870204324318197,0.1248428523440947,0
4.787712846795703,3.3863638215126164,1.4651556678529216,0.1972852566741094,0
4.788453273489566,3.034810318240671,1.4924478047472671,0.15632825147738788,0
4.286555565472258,2.9446737045629163,1.228667990162493,0.10296092170072442,0
5.800696464595647,3.998793746,1.2099042380383926,0.1927819794038029,0
5.671316899655988,4.3726570529379805,1.498362336,0.3728287614433118,0
5.364357710866142,3.905321511384595,1.2872511391289574,0.47519964942913445,0
4.967451509580349,3.5545753425961233,1.4623042596248814,0.1963304883795925,0
5.682865620295983,3.781427957,1.6296244152641088,0.2611091656204562,0
5.044471207726708,3.887613522171181,1.5467839196573732,0.36357775474970794,0
5.436083603202162,3.3435474114391384,1.6737739866860113,0.22446872806139592,0
5.038893609555402,3.7356499215086196,1.4879837300920933,0.38125895962252015,0
4.635547998410174,3.622213165574302,0.9819516917090461,0.25796649016821244,0
5.045946833620005,3.330796780347213,1.729655062898419,0.4845226780343005,0
4.8163066511121055,3.337444321180735,1.946201350960345,0.19075489317785055,0
4.973863848974048,3.0524504612918446,1.564782815472862,0.129576935,0
4.9221685413238045,3.430300497567282,1.535978532375186,0.48773970909921827,0
5.095903529605814,3.584822818414502,1.510550873360131,0.1951643444064804,0
5.172754045659553,3.4199568057176033,1.3981182648787576,0.2551650941008261,0
4.705711382433102,3.207515088073094,1.5818193893893073,0.19715271881394664,0
4.815390088444603,3.014491580367169,1.5325907288947145,0.23716320470113578,0
5.408543271906398,3.390800833182366,1.5009216966532697,0.4173790852680836,0
5.173012015984532,4.061084763729884,1.509792262754884,0.051081361,0
5.520412637785723,4.114870819788108,1.4514577818662822,0.22362987412065216,0
4.912801486715694,3.1491345491972758,1.5832737222231288,0.25071850325090655,0
4.907956288433418,3.1360211516632153,1.168759071115216,0.2013045525105417,0
5.525882951023456,3.4637128093423266,1.309338338223854,0.1622308533823339,0
4.869424109850403,3.529666945157589,1.3538383376944547,0.03241577,0
4.351206337351134,3.052682089830392,1.252530055558403,0.33161910324186955,0
5.1246658950440445,3.4092418061847436,1.4570821109909393,0.23501549397044957,0
4.971218108688111,3.506100490732268,1.4280042269134399,0.2951970050137675,0
4.557463666314284,2.2648411787437053,1.2982505754751519,0.3885400317817755,0
4.368651647110612,3.2906224278998466,1.3353875967727737,0.17187666120528663,0
5.031620386952776,3.5486277224813363,1.6310904981108598,0.5214887640054772,0
5.063643141208757,3.7876240682224247,1.8962783285449976,0.43103360487753395,0
4.808885050046663,2.933232782064495,1.419009892550298,0.3305292872641912,0
5.127989522396551,3.854039036277731,1.6416961077274452,0.22295900396142185,0
4.596491714427067,3.1169519533242007,1.421480910956629,0.21038438435815557,0
5.3135789418597685,3.6361625712089847,1.445947172979587,0.2526576426666452,0
4.998022242307167,3.334075034868631,1.401415918806523,0.20148780697478727,0
